,brand_name,category,imageAltText,isLimitedEdition,isNew,isOnlineOnly,isSephoraExclusive,listPrice,salePrice,skuId,skuType,valuePrice,target_x,1 star,2 stars,3 stars,4 stars,5 stars,avg_rating,review_count_y,total_ratings,compound_score,compound
833,NARS,makeup-primer-face-primer,NARS - Radiance Primer Broad Spectrum SPF 35 Sunscreen,False,False,False,False,36.0,0.0,1900133,Standard,,0,,,,,,,,,,
834,Dior,makeup-primer-face-primer,Dior - Airflash Radiance Mist Primer & Setting Spray,False,False,False,False,50.0,0.0,2054153,Standard,,0,2.0,4.0,2.0,7.0,20.0,4.1,35.0,35.0,,0.5570519999999999
836,CLINIQUE,makeup-primer-face-primer,CLINIQUE - Super City Block Oil-Free Daily Face Protector Broad Spectrum 40 SPF,False,False,False,False,26.5,0.0,911396,Standard,,0,,,,,,,,,,
837,Too Faced,makeup-primer-face-primer,Too Faced - Hangover 3-in-1 Replenishing Primer & Setting Spray Mini,False,False,False,False,16.0,0.0,2030088,Standard,,0,,,,,,,,,,
838,Marc Jacobs Beauty,makeup-primer-face-primer,Marc Jacobs Beauty - Under(cover) Perfecting Coconut Face Primer,False,False,False,False,45.0,0.0,1711076,Standard,,0,,,,,,,,,,
839,Too Faced,makeup-primer-face-primer,Too Faced - Major Hangover Super-Sized Replenishing Face Primer,False,True,False,False,49.0,0.0,2260693,Standard,,0,,,,,,,,,,
840,Smashbox,makeup-primer-face-primer,Smashbox - Photo Finish Radiance Primer,False,False,False,False,39.0,0.0,1932664,Standard,,0,22.0,14.0,14.0,24.0,63.0,3.7,137.0,137.0,0.0,
841,tarte,makeup-primer-face-primer,tarte - Quench Hydrating Primer - Sea Collection,False,False,False,False,32.0,0.0,2096733,Standard,,0,,,,,,,,,,
842,Urban Decay,makeup-primer-face-primer,Urban Decay - Quick Fix Hydracharged Complexion Prep Priming Spray,False,False,False,False,33.0,0.0,1899962,Standard,,0,,,,,,,,,,
843,Bobbi Brown,makeup-primer-face-primer,Bobbi Brown - Primer Plus Radiance SPF 35,False,False,False,False,40.0,0.0,2087369,Standard,,0,,,,,,,,,,
844,COVER FX,makeup-primer-face-primer,COVER FX - Gripping Primer,False,False,False,False,38.0,0.0,2181097,Standard,,0,,,,,,,,,,
845,Dr. Jart+,makeup-primer-face-primer,Dr. Jart+ - V7 Priming Moisturizer,False,True,False,True,48.0,0.0,2241073,Standard,,0,,,,,,,,,,
846,Kat Von D,makeup-primer-face-primer,Kat Von D - Lock-It Hydrating Primer,False,False,False,True,33.0,0.0,1654102,Standard,,0,,,,,,,,,,
847,Ciaté London,makeup-primer-face-primer,Ciaté London - Watermelon Burst Hydrating Primer,False,False,False,True,28.0,0.0,2204220,Standard,,0,,,,,,,,,,
848,STELLAR,makeup-primer-face-primer,STELLAR - Brilliant Primer,False,False,False,True,35.0,0.0,1927730,Standard,,0,,,,,,,,,,
849,STELLAR,makeup-primer-face-primer,STELLAR - Brilliant Matte Primer,False,False,False,False,38.0,0.0,2186278,Standard,,0,,,,,,,,,,
850,BECCA,makeup-primer-face-primer,BECCA - Skin Love Brighten & Blur Primer,False,False,False,False,39.0,0.0,2192482,Standard,,0,,,,,,,,,,
851,SEPHORA COLLECTION,makeup-primer-face-primer,SEPHORA COLLECTION - Beauty Amplifier Ultra Smoothing Primer,False,False,False,True,15.0,0.0,1829274,Standard,,0,,,,,,,,,,
852,REN Clean Skincare,makeup-primer-face-primer,REN Clean Skincare - Perfect Canvas Clean Primer,False,False,False,False,45.0,0.0,1980044,Standard,,0,,,,,,,,,,
853,First Aid Beauty,makeup-primer-face-primer,First Aid Beauty - Hello FAB Pores Be Gone Matte Primer,False,False,False,True,28.0,0.0,2203925,Standard,,0,,,,,,,,,,
854,Charlotte Tilbury,makeup-primer-face-primer,Charlotte Tilbury - Brightening Youth Glow Primer,False,False,True,False,55.0,0.0,2117141,Standard,,0,,,,,,,,,,
855,Ciaté London,makeup-primer-face-primer,Ciaté London - Watermelon Burst Hydrating Face Primer & Lip Oil,False,True,False,True,15.0,0.0,2204246,Standard,,0,,,,,,,,,,
856,MILK MAKEUP,makeup-primer-face-primer,MILK MAKEUP - Blur Stick Mini,False,False,False,False,14.0,0.0,2032738,Standard,,0,,,,,,,,,,
857,Smashbox,makeup-primer-face-primer,Smashbox - Photo Finish Even Skintone Primer,False,False,False,False,39.0,0.0,1350016,Standard,,0,22.0,14.0,14.0,24.0,63.0,3.7,137.0,137.0,0.0,
859,HUDA BEAUTY,makeup-primer-face-primer,HUDA BEAUTY - The Complexion Perfection - Pre-makeup Base Primer,False,False,False,True,35.0,0.0,2002061,Standard,,0,,,,,,,,,,
860,Kaja,makeup-primer-face-primer,Kaja - Blur Drop Weightless Water Primer,False,False,False,True,22.0,15.0,2139855,Standard,,1,,,,,,,,,,
861,Josie Maran,makeup-primer-face-primer,Josie Maran - Surreal Skin Argan Finishing Balm,False,False,False,False,36.0,0.0,1842988,Standard,,0,,,,,,,,,,
862,Benefit Cosmetics,makeup-primer-face-primer,Benefit Cosmetics - The POREfessional Pearl Primer,False,False,False,False,32.0,0.0,2030104,Standard,,0,7.0,7.0,7.0,16.0,57.0,4.2,94.0,94.0,,0.642188
863,SEPHORA COLLECTION,makeup-primer-face-primer,SEPHORA COLLECTION - Beauty Amplifier Set and Refresh Spray,False,False,False,True,16.0,0.0,1771781,Standard,,0,,,,,,,,,,
864,Laura Mercier,makeup-primer-face-primer,Laura Mercier - Foundation Primer - Oil Free,False,False,False,False,38.0,0.0,905349,Standard,,0,,,,,,,,,,
865,Algenist,makeup-primer-face-primer,Algenist - Pore Corrector Anti-Aging Primer,False,False,False,False,42.0,0.0,1521392,Standard,,0,,,,,,,,,,
866,Peter Thomas Roth,makeup-primer-face-primer,Peter Thomas Roth - Skin to Die For™ No- Filter Mattifying Primer & Complexion Perfector,False,False,False,False,32.0,0.0,1977008,Standard,,0,,,,,,,,,,
867,CLINIQUE,makeup-primer-face-primer,CLINIQUE - Superprimer Face Primer - Universal Face Primer,False,False,False,False,30.0,0.0,1540202,Standard,,0,,,,,,,,,,
868,Dior,makeup-primer-face-primer,Dior - Diorskin Forever & Ever Wear Makeup Primer SPF 20,False,False,False,False,46.0,0.0,1788801,Standard,,0,,,,,,,,,,
869,COOLA,makeup-primer-face-primer,COOLA - Daydream™ Mineral Primer SPF 30,False,False,False,False,42.0,0.0,1819515,Standard,,0,,,,,,,,,,
870,Laura Mercier,makeup-primer-face-primer,Laura Mercier - Foundation Primer,False,False,False,False,38.0,0.0,870113,Standard,,0,,,,,,,,,,
871,Kopari,makeup-primer-face-primer,Kopari - Coconut Rose Toner,False,False,False,False,25.0,0.0,1918705,Standard,,0,,,,,,,,,,
872,Benefit Cosmetics,makeup-primer-face-primer,Benefit Cosmetics - The POREfessional: Matte Rescue Invisible Finish Mattifying Gel,False,False,False,False,32.0,0.0,1789122,Standard,,0,,,,,,,,,,
873,Touch In Sol,makeup-primer-face-primer,Touch In Sol - No Poreblem Priming Eraser,False,False,False,True,14.0,9.0,2076396,Standard,,1,,,,,,,,,,
874,Giorgio Armani Beauty,makeup-primer-face-primer,Giorgio Armani Beauty - Fluid Master Primer,False,False,False,False,58.0,42.0,1359850,Standard,,1,,,,,,,,,,
875,Bobbi Brown,makeup-primer-face-primer,Bobbi Brown - Primer Plus Mattifier,False,False,False,False,40.0,0.0,2087344,Standard,,0,,,,,,,,,,
876,Smashbox,makeup-primer-face-primer,Smashbox - Photo Finish Primer Oil,False,False,False,False,42.0,0.0,1783224,Standard,,0,22.0,14.0,14.0,24.0,63.0,3.7,137.0,137.0,0.0,
877,Giorgio Armani Beauty,makeup-primer-face-primer,Giorgio Armani Beauty - Maestro UV Skin Defense Primer SPF 50,False,False,False,False,64.0,0.0,1803048,Standard,,0,,,,,,,,,,
878,Estée Lauder,makeup-primer-face-primer,Estée Lauder - The Mattifier Shine Control Perfecting Primer + Finisher,False,False,False,False,38.0,0.0,1930320,Standard,,0,,,,,,,,,,
879,ILIA,makeup-primer-face-primer,ILIA - True Skin Radiant Priming Serum,False,False,False,False,52.0,0.0,2196780,Standard,,0,,,,,,,,,,
880,SEPHORA COLLECTION,makeup-primer-face-primer,SEPHORA COLLECTION - Beauty Amplifier Mattifying H2O Gel Primer Mini,True,False,False,True,9.0,5.0,1949692,Standard,,1,,,,,,,,,,
881,Yves Saint Laurent,makeup-primer-face-primer,Yves Saint Laurent - TOP SECRETS Instant Matte Pore Refiner,False,False,False,False,34.0,0.0,2225571,Standard,,0,,,,,,,,,,
882,Peter Thomas Roth,makeup-primer-face-primer,Peter Thomas Roth - Max Anti-Shine Mattifying Gel,False,False,False,False,35.0,0.0,571257,Standard,,0,,,,,,,,,,
883,Urban Decay,makeup-primer-face-primer,Urban Decay - Ultimate Ozone Multipurpose Primer Pencil,False,False,False,False,18.0,0.0,1704550,Standard,,0,,,,,,,,,,
884,Josie Maran,makeup-primer-face-primer,Josie Maran - Argan Moonstone Drops Makeup Priming and Highlighting Oil,False,False,False,True,48.0,0.0,1973569,Standard,,0,,,,,,,,,,
885,Dr. Brandt Skincare,makeup-primer-face-primer,Dr. Brandt Skincare - pores no more® Luminizer Primer,False,False,False,False,38.0,0.0,1898717,Standard,,0,,,,,,,,,,
886,BECCA,makeup-primer-face-primer,BECCA - First Light Filter Face Primer Mini,False,False,False,False,21.0,0.0,1964576,Standard,,0,,,,,,,,,,
887,Hourglass,makeup-primer-face-primer,Hourglass - Ambient Light Correcting Primer,False,False,False,False,44.0,0.0,1792670,Standard,,0,36.0,17.0,20.0,32.0,87.0,3.6,192.0,192.0,0.004203875968992248,0.39354799999999995
888,Peter Thomas Roth,makeup-primer-face-primer,Peter Thomas Roth - Skin To Die For® Redness-Reducing Treatment Primer,False,True,True,False,38.0,0.0,2270312,Standard,,0,,,,,,,,,,
889,Dermalogica,makeup-primer-face-primer,Dermalogica - Skinperfect Primer SPF 30,False,False,False,False,53.0,0.0,2221190,Standard,,0,,,,,,,,,,
890,COVER FX,makeup-primer-face-primer,COVER FX - Water Cloud Primer,False,False,False,False,38.0,0.0,2181105,Standard,,0,,,,,,,,,,
891,Lancôme,makeup-primer-face-primer,Lancôme - Prep & Matte Primer,False,False,False,False,35.0,0.0,2109221,Standard,,0,,,,,,,,,,
892,Clarins,makeup-primer-face-primer,Clarins - Instant Smooth Perfecting Touch,False,False,False,False,39.0,0.0,1029859,Standard,,0,,,,,,,,,,
893,Clarins,makeup-primer-face-primer,Clarins - Beauty Flash Balm,False,False,False,False,48.0,0.0,74476,Standard,,0,,,,,,,,,,
894,Smashbox,makeup-primer-face-primer,Smashbox - Photo Finish Mattify Primer Stick,False,False,False,False,32.0,0.0,1974153,Standard,,0,22.0,14.0,14.0,24.0,63.0,3.7,137.0,137.0,0.0,
895,Marc Jacobs Beauty,makeup-primer-face-primer,Marc Jacobs Beauty - Under(cover) Blurring Coconut Face Primer,False,False,False,False,39.0,0.0,2207637,Standard,,0,,,,,,,,,,
896,Dr. Barbara Sturm,makeup-primer-face-primer,Dr. Barbara Sturm - Anti-Aging Primer,False,True,True,False,96.0,0.0,2270296,Standard,,0,,,,,,,,,,
897,Smashbox,makeup-primer-face-primer,Smashbox - Photo Finish Foundation Primer SPF 20,False,False,False,False,42.0,0.0,1478007,Standard,,0,22.0,14.0,14.0,24.0,63.0,3.7,137.0,137.0,0.0,
898,KEVYN AUCOIN,makeup-primer-face-primer,KEVYN AUCOIN - The Celestial Skin Liquid Lighting Highlighter,False,False,False,False,52.0,0.0,1697184,Standard,,0,6.0,6.0,9.0,15.0,61.0,4.2,97.0,97.0,0.0,0.5820559999999999
900,Laura Mercier,makeup-primer-face-primer,Laura Mercier - Foundation Primer- Blemish-less,False,False,False,False,38.0,0.0,1821503,Standard,,0,,,,,,,,,,
901,bareMinerals,makeup-primer-face-primer,bareMinerals - Prime Time Foundation Primer - Brightening,False,False,False,False,25.0,0.0,1310564,Standard,,0,40.0,30.0,35.0,42.0,101.0,3.5,248.0,248.0,0.0036617210682492584,0.7069799999999999
902,Perricone MD,makeup-primer-face-primer,Perricone MD - No Makeup Instant Blur,False,False,False,False,55.0,0.0,2212041,Standard,,0,,,,,,,,,,
903,COOLA,makeup-primer-face-primer,COOLA - Dawn Patrol™ Classic Makeup Primer SPF 30,False,False,False,False,42.0,0.0,1949718,Standard,,0,,,,,,,,,,
904,MAKE UP FOR EVER,makeup-primer-face-primer,MAKE UP FOR EVER - Ultra HD Skin Booster,False,False,False,True,41.0,0.0,1911320,Standard,,0,9.0,8.0,21.0,31.0,79.0,4.1,148.0,148.0,0.0,0.5638959999999998
905,tarte,makeup-primer-face-primer,tarte - Radiance Drops - Sea Collection,False,False,False,True,32.0,0.0,1962000,Standard,,0,,,,,,,,,,
906,Estée Lauder,makeup-primer-face-primer,Estée Lauder - The Smoother Universal Perfecting Primer,False,False,False,False,38.0,0.0,1930338,Standard,,0,,,,,,,,,,
907,Givenchy,makeup-primer-face-primer,Givenchy - Prisme Primer,False,False,False,True,41.0,0.0,2115244,Standard,,0,1.0,0.0,1.0,2.0,5.0,4.1,9.0,9.0,,0.75092
908,Dr. Brandt Skincare,makeup-primer-face-primer,Dr. Brandt Skincare - pores no more® multi-performance stick,False,False,False,False,35.0,0.0,1899111,Standard,,0,,,,,,,,,,
909,beautyblender,makeup-primer-face-primer,beautyblender - THE LEVELER™ Pore Minimizing Primer,False,False,False,True,32.0,0.0,2191161,Standard,,0,6.0,11.0,33.0,109.0,157.0,4.3,316.0,316.0,,0.7513480000000001
910,KORRES,makeup-primer-face-primer,KORRES - Greek Yoghurt Smoothie Priming Moisturiser,False,False,False,True,42.0,0.0,1901602,Standard,,0,,,,,,,,,,
911,Lancôme,makeup-primer-face-primer,Lancôme - Blur & Go Stick,False,False,False,False,39.0,0.0,2109171,Standard,,0,,,,,,,,,,
912,BECCA,makeup-primer-face-primer,BECCA - Skin Love Glow Elixir,False,False,False,False,48.0,0.0,2089308,Standard,,0,,,,,,,,,,
913,Son & Park,makeup-primer-face-primer,Son & Park - Beauty Filter Cream Glow,False,False,False,True,32.0,0.0,2048833,Standard,,0,,,,,,,,,,
914,TOM FORD,makeup-primer-face-primer,TOM FORD - Illuminating Primer,False,False,False,False,76.0,0.0,1992775,Standard,,0,,,,,,,,,,
915,philosophy,makeup-primer-face-primer,philosophy - anti-wrinkle miracle worker primer+ line-correcting primer,False,False,False,False,38.0,0.0,2189371,Standard,,0,,,,,,,,,,
916,ILIA,makeup-primer-face-primer,ILIA - Prime & Set Mini Duo,True,False,False,True,23.0,0.0,2217875,Standard,,0,,,,,,,,,,
917,Urban Decay,makeup-primer-face-primer,Urban Decay - Rebound Collagen-Infused Complexion Prep Priming Spray,False,False,False,False,32.0,0.0,2031250,Standard,,0,,,,,,,,,,
918,KORRES,makeup-primer-face-primer,KORRES - Wild Rose Smoothie Brightening Priming Moisturiser,False,False,False,True,45.0,0.0,1986108,Standard,,0,,,,,,,,,,
919,Benefit Cosmetics,makeup-primer-face-primer,Benefit Cosmetics - The POREfessional Pearl Primer Mini,False,False,False,False,13.0,0.0,2031615,Standard,,0,7.0,4.0,21.0,15.0,60.0,4.1,107.0,107.0,,0.6107840000000001
920,HUDA BEAUTY,makeup-primer-face-primer,HUDA BEAUTY - Matte Perfection Pre-Makeup Base Primer,False,False,False,True,32.0,0.0,2114130,Standard,,0,,,,,,,,,,
921,bareMinerals,makeup-primer-face-primer,bareMinerals - Combo Control Milky Face Primer,False,False,False,False,26.0,0.0,1968114,Standard,,0,,,,,,,,,,
922,beautyblender,makeup-primer-face-primer,beautyblender - Opal Essence™ Serum Primer,False,False,False,True,32.0,0.0,2191187,Standard,,0,,,,,,,,,,
923,Estée Lauder,makeup-primer-face-primer,Estée Lauder - The Illuminator Radiant Perfecting Primer + Finisher,False,False,False,False,38.0,0.0,1930346,Standard,,0,,,,,,,,,,
924,Algenist,makeup-primer-face-primer,Algenist - REVEAL Color Correcting Radiant Primer,False,False,False,False,36.0,0.0,1792951,Standard,,0,4.0,4.0,8.0,10.0,48.0,4.3,74.0,74.0,0.0,0.645988
926,tarte,makeup-primer-face-primer,tarte - Mini Quench Hydrating Primer - Sea Collection,False,True,False,True,16.0,0.0,2254621,Standard,,0,,,,,,,,,,
927,Erborian,makeup-primer-face-primer,Erborian - Pink Perfect Pore Minimizing Primer,False,False,False,False,39.0,0.0,1929132,Standard,,0,,,,,,,,,,
928,CLINIQUE,makeup-primer-face-primer,CLINIQUE - Redness Solutions Daily Protective Base SPF 15,False,False,False,False,25.0,0.0,1066737,Standard,,0,,,,,,,,,,
929,Winky Lux,makeup-primer-face-primer,Winky Lux - Whipped Cream Primer,False,False,True,False,20.0,0.0,2187193,Standard,,0,,,,,,,,,,
930,Lancer,makeup-primer-face-primer,Lancer - Studio Filter™ Pore Perfecting Primer,True,False,True,True,58.0,0.0,2006799,Standard,,0,,,,,,,,,,
931,CLINIQUE,makeup-primer-face-primer,CLINIQUE - City Block Sheer Oil-Free Daily Face Protector SPF 25,False,False,False,False,27.0,0.0,999565,Standard,,0,,,,,,,,,,
932,Erborian,makeup-primer-face-primer,Erborian - Extra Matte Ultra Mattifying Primer,False,False,True,False,42.0,0.0,2087419,Standard,,0,,,,,,,,,,
933,bareMinerals,makeup-primer-face-primer,bareMinerals - Good Hydrations Silky Face Primer,False,False,False,False,26.0,0.0,1968122,Standard,,0,,,,,,,,,,
934,KORRES,makeup-primer-face-primer,KORRES - Quercetin & Oak Antiageing Primer,False,False,False,True,33.0,0.0,1229624,Standard,,0,,,,,,,,,,
935,Kaja,makeup-primer-face-primer,Kaja - Dream Puff Radiant Mousse Primer,False,False,False,True,26.0,0.0,2207249,Standard,,0,1.0,1.0,2.0,4.0,9.0,4.1,17.0,17.0,,0.6277799999999999
936,ILIA,makeup-primer-face-primer,ILIA - Cucumber Water Stick,False,False,False,False,42.0,0.0,1948108,Standard,,0,,,,,,,,,,
937,SEPHORA COLLECTION,makeup-primer-face-primer,SEPHORA COLLECTION - Beauty Amplifier Hydrating Face Primer,False,False,False,True,16.0,0.0,2117893,Standard,,0,,,,,,,,,,
938,beautyblender,makeup-primer-face-primer,beautyblender - Selfie Shield™ Broad Spectrum SPF 38 Dry Oil Primer,False,False,False,True,32.0,0.0,2191195,Standard,,0,,,,,,,,,,
939,TOM FORD,makeup-primer-face-primer,TOM FORD - Face Protect SPF 50,False,False,False,False,76.0,0.0,1875608,Standard,,0,,,,,,,,,,
943,Guerlain,makeup-primer-face-primer,Guerlain - Blurring Active Primer,False,False,False,False,45.0,0.0,1967231,Standard,,0,,,,,,,,,,
944,Ciaté London,makeup-primer-face-primer,Ciaté London - Dewy Spritz,False,False,False,True,25.0,0.0,2029569,Standard,,0,,,,,,,,,,
945,stila,makeup-primer-face-primer,stila - One Step Prime,False,False,False,False,36.0,0.0,1968825,Standard,,0,,,,,,,,,,
946,Wander Beauty,makeup-primer-face-primer,Wander Beauty - Smooth Sailing Perfecting Primer,False,False,True,False,36.0,0.0,2199750,Standard,,0,,,,,,,,,,
947,NUDESTIX,makeup-primer-face-primer,NUDESTIX - Blur Pencil,False,False,False,False,26.0,0.0,1671874,Standard,,0,,,,,,,,,,
948,SEPHORA COLLECTION,makeup-primer-face-primer,SEPHORA COLLECTION - Beauty Amplifier Pore Primer,False,False,False,True,14.0,0.0,1991140,Standard,,0,,,,,,,,,,
949,Cinema Secrets,makeup-primer-face-primer,Cinema Secrets - Super Sealer Mattifying Setting Spray,False,False,True,False,24.0,0.0,1768191,Standard,,0,,,,,,,,,,
950,Bobbi Brown,makeup-primer-face-primer,Bobbi Brown - Primer Plus Hydrating 3 in 1 Setting Spray,False,False,False,False,35.0,0.0,2087351,Standard,,0,,,,,,,,,,
951,CLINIQUE,makeup-primer-face-primer,CLINIQUE - Superprimer Face Primer - Colour Corrects Redness,False,False,False,False,30.0,0.0,1540228,Standard,,0,,,,,,,,,,
952,Pretty Vulgar,makeup-primer-face-primer,Pretty Vulgar - Detox and Chill Lava Water Foundation Primer,False,False,False,False,38.0,0.0,2112720,Standard,,0,,,,,,,,,,
953,Natasha Denona,makeup-primer-face-primer,Natasha Denona - Magic Primer Anti-Shine Flawless Face Base,False,False,False,False,55.0,0.0,1874874,Standard,,0,,,,,,,,,,
954,Givenchy,makeup-primer-face-primer,Givenchy - Matte and Blur Primer Stick,True,False,False,False,38.0,0.0,2042752,Standard,,0,,,,,,,,,,
955,MAKE UP FOR EVER,makeup-primer-face-primer,MAKE UP FOR EVER - Mixing Balm,False,False,True,True,26.0,0.0,2112696,Standard,,0,,,,,,,,,,
956,INC.redible,makeup-primer-face-primer,INC.redible - Good Day Jelly Spray,False,False,False,False,15.0,0.0,2206530,Standard,,0,,,,,,,,,,
957,FENTY BEAUTY by Rihanna,makeup-primer-face-primer,FENTY BEAUTY by Rihanna - Pro Filt'r Hydrating Primer,False,True,False,True,32.0,0.0,2268449,Standard,,0,,,,,,,,,,
958,Origins,makeup-primer-face-primer,Origins - Original Skin™ Pore Perfecting Cooling Primer with Willowherb,False,False,False,True,32.0,0.0,2016475,Standard,,0,,,,,,,,,,
959,COVER FX,makeup-primer-face-primer,COVER FX - Blurring Primer,False,False,False,False,38.0,0.0,2181089,Standard,,0,,,,,,,,,,
960,trèStiQue,makeup-primer-face-primer,trèStiQue - Magic Mattifying Balm & Blotting Sheet Duo,False,False,False,False,28.0,0.0,1901289,Standard,,0,,,,,,,,,,
961,COVER FX,makeup-primer-face-primer,COVER FX - Dewy Skin Primer,False,False,False,False,38.0,0.0,2181113,Standard,,0,,,,,,,,,,
963,Laura Mercier,setting-powder-face-powder,Laura Mercier - Translucent Loose Setting Powder,False,False,False,False,39.0,0.0,870618,Standard,,0,254.0,290.0,378.0,1160.0,5720.0,4.5,7802.0,7802.0,0.008026234906695939,0.8230625000000001
964,Urban Decay,setting-powder-face-powder,Urban Decay - All Nighter Long-Lasting Makeup Setting Spray,False,False,False,False,33.0,0.0,1900000,Standard,,0,,,,,,,,,,
965,Kat Von D,setting-powder-face-powder,Kat Von D - Lock-It Finishing Powder,False,False,False,True,29.0,0.0,1914472,Standard,,0,21.0,16.0,20.0,37.0,177.0,4.2,271.0,271.0,0.0,0.39122800000000013
