,brand_name,category,imageAltText,isLimitedEdition,isNew,isOnlineOnly,isSephoraExclusive,listPrice,salePrice,skuId,skuType,valuePrice,target_x,1 star,2 stars,3 stars,4 stars,5 stars,avg_rating,review_count_y,total_ratings,compound_score,compound
1001,bareMinerals,setting-powder-face-powder,bareMinerals - All-Over Face Color,False,False,False,False,22.0,0.0,1164771,Standard,,0,63.0,77.0,148.0,605.0,2468.0,4.6,3361.0,3361.0,0.01407974193548387,0.7530960000000003
1008,IT Cosmetics,setting-powder-face-powder,IT Cosmetics - Bye Bye Pores Pressed™ Poreless Finish Airbrush Pressed Powder,False,False,False,False,29.0,0.0,1868264,Standard,,0,,,,,,,,,,
1009,BECCA,setting-powder-face-powder,BECCA - Hydra-Mist Set & Refresh Powder,False,False,False,False,39.0,0.0,2037554,Standard,,0,75.0,78.0,123.0,314.0,920.0,4.3,1510.0,1510.0,,0.67704
1010,bareMinerals,setting-powder-face-powder,bareMinerals - bareSkin™ PERFECTING VEIL Finishing Powder,False,False,False,False,27.0,0.0,1727379,Standard,,0,19.0,12.0,18.0,51.0,100.0,4.0,200.0,200.0,0.002107177033492823,0.35428799999999994
1011,Urban Decay,setting-powder-face-powder,Urban Decay - All Nighter Setting Spray & Eyeshadow Primer Set,True,False,False,False,25.0,0.0,2201341,Standard,$39.00,0,,,,,,,,,,
1012,tarte,setting-powder-face-powder,tarte - Smooth Operator™ Amazonian Clay Tinted Pressed Finishing Powder,False,False,False,False,34.0,0.0,1659515,Standard,,0,40.0,61.0,93.0,210.0,527.0,4.2,931.0,931.0,0.005126340326340326,0.758672
1013,Supergoop!,setting-powder-face-powder,Supergoop! - Invincible Setting Powder SPF 45,False,False,False,False,30.0,0.0,2042836,Standard,,0,69.0,62.0,64.0,99.0,111.0,3.3,405.0,405.0,,0.3882799999999999
1014,MAKE UP FOR EVER,setting-powder-face-powder,MAKE UP FOR EVER - Mist & Fix Hydrating Setting Spray,False,False,False,True,28.0,0.0,2214781,Standard,,0,,,,,,,,,,
1015,Tatcha,setting-powder-face-powder,Tatcha - The Satin Skin Mist,False,True,False,True,48.0,0.0,2181014,Standard,,0,,,,,,,,,,
1016,Laura Mercier,setting-powder-face-powder,Laura Mercier - Translucent Pressed Setting Powder,False,False,False,False,39.0,0.0,2107852,Standard,,0,1.0,3.0,6.0,2.0,22.0,4.2,34.0,34.0,,0.56508
1017,Laura Mercier,setting-powder-face-powder,Laura Mercier - Translucent Loose Setting Powder Glow,False,False,False,False,39.0,0.0,2107811,Standard,,0,36.0,43.0,69.0,306.0,894.0,4.5,1348.0,1348.0,,0.7655639999999998
1018,NARS,setting-powder-face-powder,NARS - Light Reflecting Loose Setting Powder,False,False,False,False,37.0,0.0,1478239,Standard,,0,36.0,38.0,46.0,83.0,278.0,4.1,481.0,481.0,0.008197122302158275,0.5413
1019,FARSÁLI,setting-powder-face-powder,FARSÁLI - Rose Gold 24K Skin Mist,False,False,False,True,39.0,0.0,2189546,Standard,,0,,,,,,,,,,
1020,MILK MAKEUP,setting-powder-face-powder,MILK MAKEUP - Blur + Set Matte Loose Setting Powder,False,False,False,True,29.0,0.0,2117984,Standard,,0,20.0,29.0,47.0,234.0,419.0,4.3,749.0,749.0,,0.6518759999999999
1021,COVER FX,setting-powder-face-powder,COVER FX - Dewy Finish Setting Spray,False,False,False,True,31.0,0.0,2074243,Standard,,0,,,,,,,,,,
1022,COVER FX,setting-powder-face-powder,COVER FX - Perfect Pressed Setting Powder,False,False,False,True,32.0,0.0,1899251,Standard,,0,3.0,8.0,5.0,18.0,82.0,4.4,116.0,116.0,0.0,0.6513120000000001
1023,HUDA BEAUTY,setting-powder-face-powder,HUDA BEAUTY - Resting Boss Face Waterproof Setting Spray,False,False,False,True,33.0,0.0,2221935,Standard,,0,,,,,,,,,,
1024,CLINIQUE,setting-powder-face-powder,CLINIQUE - Blended Face Powder and Brush,False,False,False,False,28.5,0.0,51532,Standard,,0,14.0,23.0,44.0,149.0,360.0,4.4,590.0,590.0,0.007576901798063624,0.4722400000000001
1025,Urban Decay,setting-powder-face-powder,Urban Decay - All Nighter Waterproof Setting Powder,False,False,False,False,34.0,0.0,2081404,Standard,,0,,,,,,,,,,
1026,Laura Mercier,setting-powder-face-powder,Laura Mercier - Candleglow Sheer Perfecting Powder,False,False,False,False,38.0,0.0,1883677,Standard,,0,36.0,25.0,26.0,48.0,210.0,4.1,345.0,345.0,0.015261971830985916,0.629296
1029,Laura Mercier,setting-powder-face-powder,Laura Mercier - Matte Radiance Baked Powder Compact,False,False,False,False,42.0,0.0,1522184,Standard,,0,29.0,18.0,51.0,117.0,712.0,4.6,927.0,927.0,0.05850280373831776,0.76016
1032,IT Cosmetics,setting-powder-face-powder,IT Cosmetics - Bye Bye Pores™ Poreless Finish Airbrush Powder,False,False,False,False,29.0,0.0,1868983,Standard,,0,,,,,,,,,,
1033,Too Faced,setting-powder-face-powder,Too Faced - Born This Way Ethereal Setting Powder,False,False,False,False,33.0,0.0,1961135,Standard,,0,30.0,23.0,32.0,66.0,304.0,4.3,455.0,455.0,0.039797435897435895,0.677848
1034,bareMinerals,setting-powder-face-powder,bareMinerals - Mineral Veil Setting Powder Broad Spectrum SPF 25,False,False,False,False,24.0,0.0,1229095,Standard,,0,42.0,41.0,60.0,163.0,642.0,4.4,948.0,948.0,0.006082191780821919,0.38034400000000007
1035,Urban Decay,setting-powder-face-powder,Urban Decay - Chill Cooling and Hydrating Makeup Setting Spray,False,False,False,False,33.0,0.0,1899988,Standard,,0,,,,,,,,,,
1036,Too Faced,setting-powder-face-powder,Too Faced - Primed & Poreless Pressed Powder,False,False,False,False,30.0,0.0,1533629,Standard,,0,42.0,44.0,69.0,127.0,330.0,4.1,612.0,612.0,0.0019210953346855985,0.591372
1038,COOLA,setting-powder-face-powder,COOLA - Makeup Setting Spray SPF 30,False,False,False,False,36.0,0.0,1701671,Standard,,0,,,,,,,,,,
1039,Guerlain,setting-powder-face-powder,Guerlain - Météorites Highlighting Powder Pearls,False,False,False,False,64.0,0.0,1578285,Standard,,0,38.0,43.0,64.0,120.0,390.0,4.2,655.0,655.0,0.015874376039933448,0.788268
1042,Marc Jacobs Beauty,setting-powder-face-powder,Marc Jacobs Beauty - Accomplice Instant Blurring Beauty Powder,False,False,False,False,49.0,0.0,2207652,Standard,,0,8.0,19.0,13.0,18.0,35.0,3.6,93.0,93.0,,0.6209359999999999
1043,COVER FX,setting-powder-face-powder,COVER FX - High Performance Setting Spray,False,False,False,True,31.0,0.0,2074235,Standard,,0,,,,,,,,,,
1044,COVER FX,setting-powder-face-powder,COVER FX - Mattifying Setting Spray,False,False,False,False,31.0,0.0,1924992,Standard,,0,,,,,,,,,,
1045,Urban Decay,setting-powder-face-powder,Urban Decay - All Nighter Long-Lasting Makeup Setting Spray Mini - Summer Solstice,True,False,False,False,15.0,0.0,2225738,Standard,,0,,,,,,,,,,
1046,Charlotte Tilbury,setting-powder-face-powder,Charlotte Tilbury - Charlotte's Genius Under Eye & Face Magic Powder,False,False,False,False,45.0,0.0,2171577,Standard,,0,3.0,5.0,3.0,11.0,27.0,4.1,49.0,49.0,,0.5069319999999999
1047,La Mer,setting-powder-face-powder,La Mer - The Powder,False,False,False,False,95.0,0.0,1993815,Standard,,0,,,,,,,,,,
1048,COVER FX,setting-powder-face-powder,COVER FX - Matte Setting Powder,False,False,False,True,35.0,0.0,1452671,Standard,,0,16.0,28.0,26.0,65.0,191.0,4.2,326.0,326.0,0.012327561837455831,0.6406200000000001
1049,Urban Decay,setting-powder-face-powder,Urban Decay - Rebound & All Nighter Prep & Set Mini Spray Duo,True,False,False,False,19.0,0.0,2059582,Standard,$30.00,0,,,,,,,,,,
1050,Kat Von D,setting-powder-face-powder,Kat Von D - Lock-It Makeup Setting Mist,False,False,False,True,27.0,0.0,1822162,Standard,,0,,,,,,,,,,
1051,tarte,setting-powder-face-powder,tarte - Smooth Operator™ Amazonian Clay Finishing Powder,False,False,False,False,33.0,0.0,1261114,Standard,,0,,,,,,,,,,
1054,Pretty Vulgar,setting-powder-face-powder,Pretty Vulgar - The Powder Room Translucent Setting Powder,False,False,False,False,32.0,0.0,2077659,Standard,,0,2.0,3.0,2.0,4.0,76.0,4.7,87.0,87.0,,0.7638839999999999
1055,Smashbox,setting-powder-face-powder,Smashbox - Photo Finish Long Lasting Setting Spray,False,True,False,False,32.0,0.0,2263804,Standard,,0,,,,,,,,,,
1056,Anastasia Beverly Hills,setting-powder-face-powder,Anastasia Beverly Hills - Dewy Set Setting Spray,False,False,False,False,26.0,0.0,2224608,Standard,,0,,,,,,,,,,
1058,MAKE UP FOR EVER,setting-powder-face-powder,MAKE UP FOR EVER - Mist & Fix Hydrating Setting Spray Mini,False,False,False,True,14.0,0.0,2215176,Standard,,0,,,,,,,,,,
1059,ILIA,setting-powder-face-powder,ILIA - Soft Focus Finishing Powder,False,False,False,False,34.0,0.0,1930429,Standard,,0,3.0,3.0,4.0,8.0,39.0,4.4,57.0,57.0,0.0,0.579396
1060,MAKE UP FOR EVER,setting-powder-face-powder,MAKE UP FOR EVER - Super Matte Loose Powder,False,False,False,True,31.0,0.0,903856,Standard,,0,21.0,20.0,39.0,125.0,322.0,4.3,527.0,527.0,0.001970331325301205,0.619216
1061,COVER FX,setting-powder-face-powder,COVER FX - Dewy Finish Setting Spray Mini,False,False,False,False,15.0,0.0,2221760,Standard,,0,,,,,,,,,,
1062,TOM FORD,setting-powder-face-powder,TOM FORD - Skin Illuminating Powder Duo,False,False,True,False,88.0,0.0,1992395,Standard,,0,2.0,0.0,4.0,4.0,11.0,4.0,21.0,21.0,,0.46278500000000006
1065,Bobbi Brown,setting-powder-face-powder,Bobbi Brown - Nude Finish Illuminating Setting Powder,False,False,False,False,54.0,0.0,1809698,Standard,,0,6.0,7.0,6.0,12.0,31.0,3.9,62.0,62.0,0.0451,0.6802039999999999
1067,Dior,setting-powder-face-powder,Dior - Diorskin Forever & Ever Control Invisible Loose Setting Powder,False,False,False,False,52.0,0.0,1788819,Standard,,0,,,,,,,,,,
1068,Laura Mercier,setting-powder-face-powder,Laura Mercier - Smooth Focus Pressed Setting Powder - Shine Control,False,False,False,False,38.0,0.0,1223544,Standard,,0,46.0,37.0,62.0,113.0,274.0,4.0,532.0,532.0,0.00397168458781362,0.4813000000000001
1069,rms beauty,setting-powder-face-powder,rms beauty - Luminizing & Bronzing Powders,False,False,True,False,38.0,0.0,2193233,Standard,,0,0.0,1.0,2.0,2.0,19.0,4.6,24.0,24.0,,0.6586450000000001
1070,Urban Decay,setting-powder-face-powder,Urban Decay - The Velvetizer Translucent Mix-In Medium,False,False,False,False,34.0,0.0,1959832,Standard,,0,22.0,18.0,29.0,66.0,251.0,4.3,386.0,386.0,0.02018,0.5465199999999999
1071,tarte,setting-powder-face-powder,tarte - Smooth Operator™ Amazonian Clay Finishing Setting Powder,False,False,False,False,35.0,0.0,1604883,Standard,,0,,,,,,,,,,
1072,rms beauty,setting-powder-face-powder,"rms beauty - Tinted ""Un"" Powder",False,False,True,False,34.0,0.0,1902782,Standard,,0,0.0,4.0,7.0,5.0,24.0,4.2,40.0,40.0,0.0,0.7215280000000002
1073,Urban Decay,setting-powder-face-powder,Urban Decay - All Nighter Pollution Protection Makeup Setting Spray Environmental Defense,False,False,False,False,34.0,0.0,2031268,Standard,,0,,,,,,,,,,
1074,Too Faced,setting-powder-face-powder,Too Faced - Peach Mist Mattifying Setting Spray – Peaches and Cream Collection,False,False,False,True,32.0,0.0,1961226,Standard,,0,,,,,,,,,,
1075,Lancôme,setting-powder-face-powder,Lancôme - Fix It Forget It Setting Spray,False,False,False,False,34.0,0.0,2109205,Standard,,0,,,,,,,,,,
1076,COVER FX,setting-powder-face-powder,COVER FX - Blotting Powder,False,False,False,True,28.0,0.0,1452457,Standard,,0,19.0,22.0,13.0,56.0,132.0,4.1,242.0,242.0,0.004572103004291846,0.5637479999999999
1077,Givenchy,setting-powder-face-powder,Givenchy - Prisme Visage Perfecting Face Powder,False,False,False,False,49.0,0.0,1861897,Standard,,0,5.0,5.0,9.0,8.0,29.0,3.9,56.0,56.0,0.013892307692307693,0.42838399999999993
1079,Jouer Cosmetics,setting-powder-face-powder,Jouer Cosmetics - Soft Focus Hydrate + Set Powder,False,False,False,False,30.0,0.0,2224434,Standard,,0,3.0,2.0,1.0,4.0,29.0,4.4,39.0,39.0,,0.6250359999999999
1080,Givenchy,setting-powder-face-powder,Givenchy - Prisme Libre Travel Mat-finish & Enhanced Radiance Loose Powder,False,False,False,False,40.0,0.0,1918788,Standard,,0,2.0,1.0,2.0,5.0,13.0,4.1,23.0,23.0,0.0,0.6720950000000001
1081,Lancôme,setting-powder-face-powder,Lancôme - Long Time No Shine Loose Setting Powder,False,False,False,False,37.0,0.0,2109189,Standard,,0,4.0,15.0,65.0,225.0,600.0,4.5,909.0,909.0,,0.6142640000000001
1083,COVER FX,setting-powder-face-powder,COVER FX - High Performance Setting Spray Mini,False,False,False,False,15.0,0.0,2221752,Standard,,0,,,,,,,,,,
1084,Giorgio Armani Beauty,setting-powder-face-powder,Giorgio Armani Beauty - Neo Nude Fusion Powder,False,False,False,False,58.0,0.0,2079283,Standard,,0,1.0,1.0,3.0,10.0,19.0,4.3,34.0,34.0,,0.7615120000000001
1085,Too Faced,setting-powder-face-powder,Too Faced - Peach Blur Translucent Smoothing Finishing Powder – Peaches and Cream Collection,False,False,False,True,30.0,0.0,1961515,Standard,,0,42.0,32.0,46.0,37.0,158.0,3.8,315.0,315.0,,0.647912
1087,STELLAR,setting-powder-face-powder,STELLAR - Cosmic Face Haze Finishing Powder,False,False,False,True,30.0,0.0,1903434,Standard,,0,5.0,6.0,13.0,17.0,90.0,4.4,131.0,131.0,0.0,0.6653359999999999
1088,Supergoop!,setting-powder-face-powder,Supergoop! - Invincible Setting Powder SPF 45 Refill,False,False,True,False,18.0,0.0,2042927,Standard,,0,2.0,1.0,0.0,3.0,6.0,3.8,12.0,12.0,,0.34556
1090,Laura Mercier,setting-powder-face-powder,Laura Mercier - Invisible Loose Setting Powder,False,False,False,False,38.0,0.0,1307479,Standard,,0,,,,,,,,,,
1091,COVER FX,setting-powder-face-powder,COVER FX - Illuminating Setting Spray,False,False,False,False,31.0,0.0,1904812,Standard,,0,,,,,,,,,,
1092,BECCA,setting-powder-face-powder,BECCA - Under Eye Brightening Setting Powder,False,False,False,False,25.0,0.0,2037588,Standard,,0,,,,,,,,,,
1093,GLAMGLOW,setting-powder-face-powder,GLAMGLOW - GLOWSETTER™ Makeup Setting Spray,False,False,False,False,32.0,0.0,1923549,Standard,,0,,,,,,,,,,
1094,Laura Mercier,setting-powder-face-powder,Laura Mercier - Invisible Pressed Setting Powder,False,False,False,False,38.0,0.0,1579218,Standard,,0,16.0,14.0,17.0,19.0,49.0,3.6,115.0,115.0,0.0,0.4353040000000001
1095,IT Cosmetics,setting-powder-face-powder,IT Cosmetics - Bye Bye Pores Illumination,False,False,False,False,29.0,0.0,2195147,Standard,,0,3.0,1.0,0.0,3.0,10.0,3.9,17.0,17.0,,0.6824533333333334
1096,Guerlain,setting-powder-face-powder,Guerlain - Météorites Compact,False,False,False,False,62.0,0.0,2192649,Standard,,0,0.0,0.0,1.0,0.0,6.0,4.7,7.0,7.0,,0.8903399999999999
1097,LAWLESS,setting-powder-face-powder,LAWLESS - Seal The Deal Loose Setting Powder,False,False,False,True,36.0,0.0,2107316,Standard,,0,8.0,10.0,7.0,11.0,31.0,3.7,67.0,67.0,,0.5234520000000001
1098,lilah b.,setting-powder-face-powder,lilah b. - Aglow™ Face Mist,False,False,False,False,48.0,0.0,1978402,Standard,,0,,,,,,,,,,
1099,Givenchy,setting-powder-face-powder,Givenchy - Prisme Libre Couture Edition,True,False,False,False,60.0,0.0,2198950,Standard,,0,1.0,0.0,1.0,0.0,2.0,3.5,4.0,4.0,,0.75845
1100,KEVYN AUCOIN,setting-powder-face-powder,KEVYN AUCOIN - The Gossamer Loose Setting Powder,False,False,False,False,72.0,0.0,1798412,Standard,,0,1.0,3.0,1.0,2.0,8.0,3.9,15.0,15.0,0.0,0.5854700000000002
1102,BECCA,setting-powder-face-powder,BECCA - Skin Love Glow Shield Prime & Set Mist,False,False,False,False,32.0,0.0,2195113,Standard,,0,,,,,,,,,,
1103,Givenchy,setting-powder-face-powder,Givenchy - Prisme Libre Lunar New Year Edition,True,False,False,False,60.0,0.0,2132777,Standard,,0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,6.0,,0.6260600000000001
1104,CLINIQUE,setting-powder-face-powder,CLINIQUE - Stay-Matte Universal Blotting Powder,False,False,False,False,28.5,0.0,1815109,Standard,,0,,,,,,,,,,
1105,Givenchy,setting-powder-face-powder,Givenchy - Poudre Première Mat & Translucent-Finish Loose Powder,False,False,False,False,58.0,0.0,1589126,Standard,,0,5.0,4.0,4.0,11.0,84.0,4.5,108.0,108.0,0.008686956521739132,0.663264
1106,LAWLESS,setting-powder-face-powder,LAWLESS - Seal The Deal Loose Setting Powder Mini,False,True,False,True,23.0,0.0,2271682,Standard,,0,,,,,,,,,,
1107,La Mer,setting-powder-face-powder,La Mer - The Sheer Pressed Powder,False,False,True,False,95.0,0.0,1998087,Standard,,0,1.0,2.0,4.0,6.0,17.0,4.2,30.0,30.0,,0.6490759999999999
1108,CLINIQUE,setting-powder-face-powder,CLINIQUE - Redness Solutions Instant Relief Mineral Pressed Powder,False,False,False,False,34.5,0.0,1295765,Standard,,0,,,,,,,,,,
1109,SEPHORA COLLECTION,setting-powder-face-powder,SEPHORA COLLECTION - Beauty Amplifier Pressed Setting Powder,False,False,False,True,16.0,0.0,1997055,Standard,,0,,,,,,,,,,
1110,ILIA,setting-powder-face-powder,ILIA - Flow-Thru Radiant Transclucent Powder SPF 20,False,False,False,False,34.0,0.0,2008118,Standard,,0,2.0,1.0,7.0,3.0,5.0,3.4,18.0,18.0,,0.5627666666666666
1111,Marc Jacobs Beauty,setting-powder-face-powder,Marc Jacobs Beauty - Finish-Line Perfecting Coconut Setting Powder,False,False,False,False,44.0,0.0,2070068,Standard,,0,4.0,5.0,7.0,18.0,46.0,4.2,80.0,80.0,,0.4472279999999999
1112,rms beauty,setting-powder-face-powder,"rms beauty - ""Un"" Powder",False,False,False,False,34.0,0.0,1902766,Standard,,0,,,,,,,,,,
1113,Laura Mercier,setting-powder-face-powder,Laura Mercier - Secret Blurring Powder,False,False,False,False,28.0,0.0,2107860,Standard,,0,6.0,5.0,5.0,13.0,17.0,3.7,46.0,46.0,,0.46869600000000006
1114,tarte,setting-powder-face-powder,tarte - Filtered Light Setting Powder - Sea Collection,False,False,False,True,34.0,0.0,1935451,Standard,,0,,,,,,,,,,
1120,Algenist,setting-powder-face-powder,Algenist - Color Correcting Finishing Powder,False,False,False,False,38.0,0.0,1808898,Standard,,0,,,,,,,,,,
1121,Wander Beauty,setting-powder-face-powder,Wander Beauty - Play All Day Translucent Powder,False,False,False,False,32.0,0.0,2230449,Standard,,0,,,,,,,,,,
1122,Cinema Secrets,setting-powder-face-powder,Cinema Secrets - Ultralucent Setting Powder,False,False,True,False,22.0,0.0,1768266,Standard,,0,12.0,9.0,19.0,19.0,108.0,4.2,167.0,167.0,0.02342317073170732,0.410304
1124,Kate Somerville,setting-powder-face-powder,Kate Somerville - UncompliKated SPF 50 Soft Focus Makeup Setting Spray,False,False,False,False,38.0,0.0,1934686,Standard,,0,,,,,,,,,,
1125,TOM FORD,setting-powder-face-powder,TOM FORD - Translucent Finishing Powder,False,False,True,False,82.0,0.0,1992536,Standard,,0,0.0,0.0,2.0,2.0,9.0,4.5,13.0,13.0,,0.67703
1126,Estée Lauder,setting-powder-face-powder,Estée Lauder - Set + Refresh Perfecting Makeup Mist,False,False,False,False,38.0,0.0,1970383,Standard,,0,,,,,,,,,,
1127,beautyblender,setting-powder-face-powder,beautyblender - Re-Dew Set & Refresh Spray,False,False,False,False,30.0,0.0,2097392,Standard,,0,,,,,,,,,,
1128,COVER FX,setting-powder-face-powder,COVER FX - The Perfect Light Highlighting Powder,False,False,False,True,34.0,0.0,1845338,Standard,,0,4.0,1.0,4.0,16.0,81.0,4.6,106.0,106.0,0.0,0.648952
1130,Koh Gen Do,setting-powder-face-powder,Koh Gen Do - Natural Lighting Powder,False,False,False,False,58.0,0.0,1358282,Standard,,0,0.0,5.0,3.0,3.0,41.0,4.5,52.0,52.0,0.0,0.7063760000000002
1131,ILIA,setting-powder-face-powder,ILIA - Radiant Translucent Powder SPF 20,False,False,True,False,34.0,0.0,2080323,Standard,,0,2.0,0.0,0.0,2.0,7.0,4.1,11.0,11.0,,0.60593
1132,Marc Jacobs Beauty,setting-powder-face-powder,Marc Jacobs Beauty - Perfection Powder - Featherweight Finish,False,False,False,False,48.0,0.0,1552538,Standard,,0,22.0,11.0,14.0,18.0,50.0,3.5,115.0,115.0,0.00444,0.22104799999999997
1133,bareMinerals,setting-powder-face-powder,bareMinerals - Dew Mist Shimmering Setting Spray,False,False,False,False,28.0,0.0,2216935,Standard,,0,,,,,,,,,,
1134,NARS,setting-powder-face-powder,NARS - Light Reflecting Pressed Setting Powder,False,False,False,False,37.0,0.0,1768290,Standard,,0,74.0,45.0,61.0,140.0,386.0,4.0,706.0,706.0,0.01354,0.5581720000000001
1135,CLINIQUE,setting-powder-face-powder,CLINIQUE - Uplighting Illuminating Powder,False,False,False,True,28.5,0.0,1844182,Standard,,0,1.0,2.0,2.0,4.0,23.0,4.4,32.0,32.0,0.04003636363636364,0.667556
1138,tarte,setting-powder-face-powder,"tarte - Ready, Set, Radiant Skin Mist",False,False,False,False,25.0,0.0,1926088,Standard,,0,,,,,,,,,,
1139,Wander Beauty,setting-powder-face-powder,Wander Beauty - Glow Getter Mist,False,False,True,False,28.0,0.0,1902238,Standard,,0,,,,,,,,,,
1140,STELLAR,setting-powder-face-powder,STELLAR - Cosmic Face Setting Powder,False,False,False,True,30.0,0.0,1903442,Standard,,0,4.0,1.0,6.0,5.0,24.0,4.1,40.0,40.0,0.0,0.7376360000000001
1141,Algenist,setting-powder-face-powder,Algenist - Splash Hydrating Setting Mist,False,False,False,False,35.0,0.0,1898642,Standard,,0,,,,,,,,,,
1142,Koh Gen Do,setting-powder-face-powder,Koh Gen Do - Face Powder In Jar,False,False,False,False,58.0,0.0,1358274,Standard,,0,1.0,3.0,2.0,6.0,24.0,4.4,36.0,36.0,0.0,0.7791440000000002
1145,SEPHORA COLLECTION,setting-powder-face-powder,SEPHORA COLLECTION - Beauty Amplifier Smoothing Translucent Setting Powder,False,False,False,True,16.0,0.0,1878248,Standard,,0,,,,,,,,,,
1146,Viseart,setting-powder-face-powder,Viseart - Seamless Setting Powder,False,False,True,False,35.0,0.0,2006468,Standard,,0,,,,,,,,,,
