1 star,2 stars,3 stars,4 stars,5 stars,avg_rating,product_id,review_count,total_ratings,target
8,6,7,11,22,3.6,2084325,54,54,1
2,0,0,0,9,4.3,2017358,11,11,0
2,4,10,7,28,4.1,2061190,51,51,0
5,10,14,6,22,3.5,1966183,57,57,0
2,1,2,5,5,3.7,1908631,15,15,1
198,143,117,180,370,3.4,1899699,1008,1008,1
0,0,4,1,10,4.4,2131936,15,15,0
2,3,5,11,34,4.3,1783786,55,55,0
1,1,0,3,5,4.0,2071215,10,10,0
3,6,4,5,6,3.2,2125169,24,24,0
1,0,0,1,14,4.7,2132769,16,16,0
1,0,0,0,2,3.7,2198943,3,3,0
163,120,104,139,244,3.2,1958776,770,770,0
3,0,0,0,3,3.0,2110633,6,6,0
1,4,1,3,20,4.3,1945336,29,29,0
4,1,3,6,9,3.7,1935857,23,23,0
11,10,17,67,117,4.2,2032258,222,222,0
0,1,0,0,5,4.5,2131258,6,6,0
2,1,5,5,8,3.8,2179208,21,21,0
0,0,1,0,2,4.3,2185486,3,3,0
4,8,8,19,18,3.7,1860212,57,57,0
1,0,1,0,2,3.5,2158152,4,4,0
0,0,1,3,15,4.7,1970805,19,19,1
18,13,17,21,45,3.5,2031656,114,114,0
0,1,0,2,12,4.7,2072874,15,15,0
0,0,0,1,1,4.5,2185494,2,2,0
8,5,7,3,9,3.0,2120053,32,32,0
1,0,2,1,11,4.4,1967280,15,15,0
1,1,2,1,3,3.5,1753243,8,8,1
1,0,4,7,17,4.3,1950542,29,29,0
1,4,4,7,10,3.8,1950146,26,26,0
8,5,8,15,75,4.3,2026839,111,111,0
0,0,0,1,8,4.9,1938448,9,9,0
0,1,0,1,0,3.0,2185460,2,2,0
1,2,5,3,26,4.4,1752997,37,37,1
1,1,1,4,12,4.3,1965334,19,19,0
0,0,2,3,5,4.3,2187235,10,10,0
1,0,1,6,8,4.3,1967371,16,16,0
1,0,1,0,8,4.4,2202315,10,10,0
6,5,9,12,74,4.3,1599109,106,106,0
3,5,5,13,27,4.1,1553890,53,53,0
2,4,4,13,12,3.8,1972322,35,35,0
1,0,0,2,5,4.3,2104966,8,8,0
3,5,1,1,4,2.9,2157634,14,14,0
0,1,1,1,2,3.8,1850254,5,5,0
2,3,3,7,9,3.8,2078509,24,24,0
1,0,3,2,7,4.1,1956010,13,13,0
0,4,1,3,12,4.2,1830314,20,20,0
7,1,8,17,40,4.1,1733575,73,73,0
3,0,5,6,16,4.1,1986330,30,30,0
1,1,2,5,7,4.0,1913920,16,16,0
41,43,52,106,156,3.7,1777663,398,398,0
29,18,30,47,81,3.6,1674191,205,205,0
1,1,0,1,1,3.0,2068690,4,4,0
114,158,405,1018,7263,4.7,2156578,8958,8958,0
155,229,517,2058,9034,4.6,980995,11993,11993,0
36,66,115,402,2082,4.6,1668995,2701,2701,0
7,15,25,31,315,4.6,2187953,393,393,0
58,70,125,254,897,4.3,2171668,1404,1404,0
26,55,76,190,582,4.3,1596402,929,929,0
87,95,219,756,2036,4.4,1991231,3193,3193,0
33,41,52,144,758,4.5,1961655,1028,1028,0
4,8,9,26,209,4.7,2180743,256,256,0
56,40,71,272,1054,4.5,2093565,1493,1493,0
5,6,12,15,82,4.4,2047207,120,120,0
12,13,23,34,137,4.2,2242840,219,219,0
34,35,58,197,430,4.3,2003002,754,754,0
154,134,161,420,1429,4.2,1395243,2298,2298,0
12,13,23,34,137,4.2,2165207,219,219,0
3,1,8,6,92,4.7,2221315,110,110,0
6,5,7,14,82,4.4,2226173,114,114,0
0,0,0,0,7,5.0,2222800,7,7,0
100,119,212,355,478,3.8,1900554,1264,1264,0
14,20,24,61,201,4.3,2068336,320,320,0
22,45,157,622,1299,4.5,2078020,2145,2145,0
16,29,59,209,815,4.6,1821446,1128,1128,0
22,7,15,36,104,4.0,2040640,184,184,0
36,30,37,87,236,4.1,2055549,426,426,0
2,9,7,11,14,3.6,2116457,43,43,0
20,26,39,62,411,4.5,1918713,558,558,0
3,4,15,35,197,4.6,1989979,254,254,0
4,1,1,4,27,4.3,2217032,37,37,0
117,89,161,288,413,3.7,1493998,1068,1068,0
6,3,6,19,82,4.4,2085736,116,116,1
23,44,47,149,357,4.2,2058469,620,620,0
2,1,1,3,24,4.5,2050060,31,31,0
9,4,15,42,80,4.2,2185866,150,150,0
23,14,23,88,256,4.3,1958917,404,404,0
12,20,47,108,377,4.5,902205,564,564,0
73,62,47,82,157,3.4,1688621,421,421,1
7,14,26,51,133,4.3,1845692,231,231,0
17,22,29,47,121,4.0,1352533,236,236,0
3,10,7,8,15,3.5,2252237,43,43,0
41,45,62,159,570,4.3,2026847,877,877,1
10,27,41,91,254,4.3,2094357,423,423,0
5,3,3,16,18,3.9,1675164,45,45,1
1,1,2,1,21,4.5,2204063,26,26,0
4,2,23,115,251,4.5,2172096,395,395,0
34,43,92,338,1193,4.5,1151026,1700,1700,0
2,5,6,14,64,4.5,2023471,91,91,0
29,30,40,95,301,4.2,1873355,495,495,0
8,4,4,20,36,4.0,1935576,72,72,1
11,9,5,19,40,3.8,2122703,84,84,0
14,11,18,17,75,3.9,2063766,135,135,0
4,9,10,19,50,4.1,2170033,92,92,0
13,4,11,40,91,4.2,1482538,159,159,0
1,3,1,4,30,4.5,2230498,39,39,0
0,3,5,14,135,4.8,2067841,157,157,0
1,6,7,8,42,4.3,2130169,64,64,0
0,0,0,0,7,5.0,2222800,7,7,0
5,3,2,7,48,4.4,2088060,65,65,0
37,43,57,163,361,4.2,1894393,661,661,0
6,5,9,11,31,3.9,2200624,62,62,0
14,26,37,54,145,4.1,1787159,276,276,0
0,2,6,5,45,4.6,2215762,58,58,0
10,3,3,2,22,3.6,1842269,40,40,0
1,0,2,2,22,4.6,2045698,27,27,0
0,0,6,17,89,4.7,2061711,112,112,0
0,3,3,5,25,4.4,1902527,36,36,0
0,0,5,4,24,4.6,2144822,33,33,1
1,1,0,3,9,4.3,2225613,14,14,0
21,17,5,12,13,2.7,2191393,68,68,0
13,10,28,79,313,4.5,1870161,443,443,0
9,6,2,3,15,3.3,2195972,35,35,0
6,3,7,7,26,3.9,2051258,49,49,0
0,0,2,2,9,4.5,2217263,13,13,0
2,4,10,7,28,4.1,2061190,51,51,0
2,1,2,6,9,4.0,2045649,20,20,0
0,1,2,1,17,4.6,2053114,21,21,0
0,0,4,0,3,3.9,2058204,7,7,0
1,1,1,3,19,4.5,1950070,25,25,0
0,0,0,3,6,4.7,2111243,9,9,0
3,3,3,4,17,4.0,1909928,30,30,0
0,0,0,0,2,5.0,2186039,2,2,0
1,1,2,11,33,4.5,2135853,48,48,0
1,1,0,0,7,4.2,2207728,9,9,0
7,2,7,18,38,4.1,2029908,72,72,0
3,1,4,3,9,3.7,1662303,20,20,1
1,0,1,3,4,4.0,2118180,9,9,0
2,1,1,5,24,4.5,1963446,33,33,0
0,1,2,0,1,3.3,2185981,4,4,0
24,28,100,345,599,4.3,1664267,1096,1096,0
726,710,1093,2989,9003,4.3,1890623,14521,14521,0
455,359,558,1969,5950,4.4,1296060,9291,9291,0
15,26,34,120,342,4.4,1858042,537,537,0
179,246,367,823,2646,4.3,2173714,4261,4261,0
44,37,64,188,865,4.5,1965524,1198,1198,0
23,38,123,379,590,4.3,2067544,1153,1153,0
139,133,195,418,1324,4.2,2001576,2209,2209,0
382,398,434,877,1798,3.9,2036408,3889,3889,0
27,49,59,125,519,4.4,2121234,779,779,0
42,62,151,560,1062,4.4,1963495,1877,1877,1
193,202,267,741,2059,4.2,2101103,3462,3462,0
57,63,110,203,412,4.0,2115343,845,845,1
113,126,173,419,1583,4.3,2029023,2414,2414,0
11,20,54,192,425,4.4,2182855,702,702,0
66,48,30,57,148,3.5,1940022,349,349,0
186,141,203,534,1472,4.2,1789403,2536,2536,0
11,12,18,35,104,4.2,2028223,180,180,1
25,15,11,31,100,3.9,1805563,182,182,1
1,3,4,3,6,3.6,2053379,17,17,1
36,67,84,234,673,4.3,1845577,1094,1094,0
8,17,24,109,189,4.3,1875467,347,347,0
136,124,125,264,552,3.8,1884022,1201,1201,0
22,7,15,36,104,4.0,2040640,184,184,0
10,11,9,18,53,3.9,2218022,101,101,0
26,28,28,51,163,4.0,2114296,296,296,0
11,10,20,67,162,4.3,2038560,270,270,0
49,21,26,40,109,3.6,2036515,245,245,0
354,369,367,529,1015,3.6,1851476,2634,2634,0
12,15,30,61,275,4.5,1911817,393,393,0
23,44,47,149,357,4.2,2058469,620,620,0
3,1,0,3,8,3.8,2119907,15,15,0
4,5,9,5,23,3.8,2239226,46,46,0
23,14,23,88,256,4.3,1958917,404,404,0
4,3,2,1,8,3.3,2074631,18,18,0
43,28,41,88,380,4.3,2009512,580,580,0
5,10,49,119,247,4.4,2139749,430,430,0
41,45,62,159,570,4.3,2026847,877,877,1
1,5,5,10,18,4.0,2117083,39,39,0
3,4,4,3,26,4.1,2228930,40,40,0
0,0,0,4,30,4.9,2177210,34,34,0
14,11,18,17,75,3.9,2063766,135,135,0
7,6,4,11,40,4.0,2143873,68,68,0
9,9,7,29,106,4.3,1968577,160,160,0
6,9,8,10,14,3.4,1965128,47,47,1
0,0,1,1,5,4.6,2233781,7,7,0
17,12,10,6,60,3.8,2065258,105,105,0
23,38,45,98,287,4.2,1881432,491,491,0
17,8,15,16,34,3.5,1993963,90,90,0
27,53,88,198,348,4.1,1899533,714,714,0
1,0,2,3,31,4.7,2191856,37,37,0
5,3,2,7,48,4.4,2088060,65,65,0
173,155,131,259,520,3.6,1439397,1238,1238,0
19,43,168,628,1252,4.4,1972611,2110,2110,0
8,8,12,19,66,4.1,2064855,113,113,0
4,3,8,15,7,3.5,1879733,37,37,1
0,0,0,0,7,5.0,2225647,7,7,0
4,4,5,8,21,3.9,2101129,42,42,0
13,23,19,29,81,3.9,1677459,165,165,0
8,2,2,2,10,3.2,2184109,24,24,0
6,14,55,253,247,4.3,2068096,575,575,0
38,42,60,196,341,4.1,1904192,677,677,0
2,1,2,5,5,3.7,1908631,15,15,1
198,143,117,180,370,3.4,1899699,1008,1008,1
0,0,4,1,10,4.4,2131936,15,15,0
1,1,0,3,5,4.0,2071215,10,10,0
163,120,104,139,244,3.2,1958776,770,770,0
3,0,0,0,3,3.0,2110633,6,6,0
4,1,3,6,9,3.7,1935857,23,23,0
11,10,17,67,117,4.2,2032258,222,222,0
4,8,8,19,18,3.7,1860212,57,57,0
1,0,1,0,2,3.5,2158152,4,4,0
8,5,7,3,9,3.0,2120053,32,32,0
1,4,4,7,10,3.8,1950146,26,26,0
1,0,1,6,8,4.3,1967371,16,16,0
2,4,4,13,12,3.8,1972322,35,35,0
3,5,1,1,4,2.9,2157634,14,14,0
2,3,3,7,9,3.8,2078509,24,24,0
29,18,30,47,81,3.6,1674191,205,205,0
1,1,0,1,1,3.0,2068690,4,4,0
233,233,357,818,5516,4.6,1966258,7157,7157,0
157,230,359,856,3207,4.4,2123065,4809,4809,0
262,352,507,1641,6543,4.5,2258473,9305,9305,0
25,55,95,275,1141,4.5,2210482,1591,1591,0
51,76,126,251,757,4.3,1779271,1261,1261,0
222,224,322,920,3997,4.5,1575042,5685,5685,0
134,128,145,355,1664,4.4,1378215,2426,2426,0
175,183,237,452,1440,4.1,1835339,2487,2487,0
57,116,202,594,1411,4.3,1307859,2380,2380,0
13,14,23,38,243,4.5,2225928,331,331,0
29,41,70,112,321,4.1,2169415,573,573,0
39,70,98,94,296,3.9,2063758,597,597,0
34,35,58,197,430,4.3,2003002,754,754,0
2,3,13,12,90,4.5,1780881,120,120,0
1,3,6,9,30,4.3,2199974,49,49,0
60,67,82,108,208,3.6,1959121,525,525,0
14,12,23,37,167,4.3,1919729,253,253,0
23,18,26,24,84,3.7,2123685,175,175,0
3,2,3,2,11,3.8,2253839,21,21,0
12,11,16,25,78,4.0,2197705,142,142,0
0,3,4,6,22,4.3,2217560,35,35,0
45,44,67,62,214,3.8,1842996,432,432,0
13,10,6,13,55,3.9,2126068,97,97,0
18,13,25,35,104,4.0,2091593,195,195,0
33,27,35,56,182,4.0,1500826,333,333,0
3,4,15,35,197,4.6,1989979,254,254,0
14,32,48,76,207,4.1,2212025,377,377,0
23,19,28,72,220,4.2,1923796,362,362,0
17,22,49,151,328,4.3,1483296,567,567,0
1,0,2,1,14,4.5,2217255,18,18,0
94,81,132,349,1506,4.4,1267418,2162,2162,0
8,17,16,20,99,4.2,1868223,160,160,0
5,7,25,68,98,4.2,2179299,203,203,0
0,2,0,4,8,4.3,2189033,14,14,0
25,12,8,15,29,3.1,2041945,89,89,1
91,78,65,177,328,3.8,1242510,739,739,0
12,2,2,5,27,3.7,1958503,48,48,1
1,2,1,10,48,4.6,2228856,62,62,0
1,3,3,7,21,4.3,1745793,35,35,0
69,86,170,705,3919,4.7,683490,4949,4949,0
5,7,11,26,58,4.2,2139467,107,107,0
1,0,1,1,7,4.3,2197234,10,10,0
5,9,16,30,111,4.4,2169258,171,171,0
8,9,10,15,23,3.6,2147585,65,65,0
6,5,9,11,31,3.9,2200624,62,62,0
0,0,1,0,6,4.7,2233484,7,7,0
48,34,18,20,34,2.7,2122752,154,154,0
0,2,6,6,40,4.6,1901339,54,54,1
0,0,6,17,89,4.7,2061711,112,112,0
5,10,14,15,59,4.1,1822758,103,103,0
35,47,117,443,1637,4.6,683508,2279,2279,0
1,0,1,2,3,3.9,1978956,7,7,0
2,1,1,6,26,4.5,1950559,36,36,0
0,5,7,4,12,3.8,2200657,28,28,0
6,1,1,0,10,3.4,2051811,18,18,0
34,41,101,349,1367,4.6,956359,1892,1892,0
2,3,7,4,6,3.4,2079549,22,22,0
1,3,0,2,4,3.5,2060762,10,10,1
5,12,12,8,20,3.5,1971761,57,57,0
0,0,2,0,2,4.0,2187243,4,4,0
0,3,2,5,5,3.8,1958586,15,15,0
1,0,0,1,2,3.8,2206589,4,4,0
102,103,77,105,149,3.2,1392489,536,536,0
2,0,1,2,5,3.8,2186070,10,10,0
455,359,558,1969,5950,4.4,1296060,9291,9291,0
15,26,34,120,342,4.4,1858042,537,537,0
4,7,3,4,7,3.1,2236545,25,25,0
4,13,7,32,126,4.4,2207892,182,182,0
27,49,59,125,519,4.4,2121234,779,779,0
154,134,161,420,1429,4.2,1395243,2298,2298,0
66,48,30,57,148,3.5,1940022,349,349,0
7,8,16,28,126,4.4,2224087,185,185,0
3,9,9,13,44,4.1,1902618,78,78,0
4,2,2,4,6,3.3,2248300,18,18,0
25,15,11,31,100,3.9,1805563,182,182,1
122,150,266,719,1677,4.3,108779,2934,2934,0
6,6,6,28,55,4.2,1766542,101,101,0
28,31,26,59,118,3.8,1812965,262,262,0
11,7,2,5,21,3.4,2197978,46,46,0
5,10,49,119,247,4.4,2139749,430,430,0
10,21,34,70,232,4.3,1818277,367,367,0
9,14,4,12,24,3.4,2217198,63,63,0
173,155,131,259,520,3.6,1439397,1238,1238,0
8,6,7,11,22,3.6,2084325,54,54,1
155,229,517,2058,9034,4.6,980995,11993,11993,0
36,66,115,402,2082,4.6,1668995,2701,2701,0
58,70,125,254,897,4.3,2171668,1404,1404,0
60,67,82,108,208,3.6,1959121,525,525,0
100,119,212,355,478,3.8,1900554,1264,1264,0
45,44,67,62,214,3.8,1842996,432,432,0
0,1,22,106,233,4.6,2232320,362,362,0
117,89,161,288,413,3.7,1493998,1068,1068,0
49,21,26,40,109,3.6,2036515,245,245,0
0,0,1,0,7,4.8,2232304,8,8,0
3,10,7,8,15,3.5,2252237,43,43,0
25,12,8,15,29,3.1,2041945,89,89,1
0,0,0,4,30,4.9,2177210,34,34,0
1,3,3,7,21,4.3,1745793,35,35,0
1,0,0,5,20,4.7,2228773,26,26,0
0,1,0,1,1,3.7,2200053,3,3,0
6,9,11,17,32,3.8,2105575,75,75,0
1,0,2,2,22,4.6,2045698,27,27,0
11,11,8,13,55,3.9,1911338,98,98,0
2,1,2,6,9,4.0,2045649,20,20,0
1,3,0,2,4,3.5,2060762,10,10,1
136,158,337,1044,3380,4.5,1900083,5055,5055,0
9,13,23,28,144,4.3,2116515,217,217,0
28,22,58,336,1063,4.6,1914209,1507,1507,0
35,31,50,123,477,4.4,1691278,716,716,0
42,39,95,637,1380,4.5,1906296,2193,2193,1
7,13,19,33,140,4.3,2072437,212,212,0
64,74,113,408,1347,4.4,1005438,2006,2006,0
17,18,32,195,642,4.6,2036069,904,904,0
56,52,99,333,1022,4.4,1724921,1562,1562,0
5,11,17,38,85,4.2,1864172,156,156,1
22,26,46,150,247,4.2,1656032,491,491,0
1,2,4,14,77,4.7,2005684,98,98,0
9,16,23,25,49,3.7,2144632,122,122,1
57,40,33,46,188,3.7,1833409,364,364,0
1,2,3,4,33,4.5,1975275,43,43,0
5,11,16,55,185,4.5,1903087,272,272,0
5,3,7,14,48,4.3,2139491,77,77,1
4,1,7,34,126,4.6,1948959,172,172,0
7,6,12,54,176,4.5,1780857,255,255,0
3,3,4,7,42,4.4,1542943,59,59,0
14,7,19,44,172,4.4,71571,256,256,0
1,0,1,0,3,3.8,2216539,5,5,0
55,32,25,50,123,3.5,1635705,285,285,0
0,0,0,0,5,5.0,2229482,5,5,0
0,0,0,1,2,4.7,2127801,3,3,0
6,11,16,41,65,4.1,1648328,139,139,0
3,2,5,18,64,4.5,1553569,92,92,0
3,1,3,9,16,4.1,1844273,32,32,0
1,1,1,6,22,4.5,1067818,31,31,0
0,1,3,6,9,4.2,1719129,19,19,0
4,4,4,18,77,4.5,1918275,107,107,0
0,0,1,2,10,4.7,2022390,13,13,0
5,2,2,4,12,3.6,1895143,25,25,1
102,36,46,43,89,2.9,1777366,316,316,0
2,0,0,0,9,4.3,2017358,11,11,0
6,3,2,3,8,3.2,2105088,22,22,0
0,0,1,3,15,4.7,1970805,19,19,1
0,1,0,1,7,4.6,1575646,9,9,0
2,1,0,3,4,3.6,1910041,10,10,0
4,4,4,18,77,4.5,1918226,107,107,0
1,0,6,0,3,3.4,1750249,10,10,0
0,0,1,1,2,4.3,1945195,4,4,0
0,0,0,1,3,4.8,1967496,4,4,0
1,4,7,5,56,4.5,1637313,73,73,0
37,38,65,91,318,4.1,2148690,549,549,0
136,158,337,1044,3380,4.5,1807791,5055,5055,0
2,0,3,7,46,4.6,2203511,58,58,0
9,16,23,25,49,3.7,2144632,122,122,1
2,3,2,15,54,4.5,2144616,76,76,1
4,3,2,1,8,3.3,2074631,18,18,0
0,2,5,3,9,4.0,2199065,19,19,0
15,14,9,21,67,3.9,2036002,126,126,0
43,28,41,88,380,4.3,2009512,580,580,0
12,2,2,5,27,3.7,1958503,48,48,1
1,1,1,2,16,4.5,2069466,21,21,0
0,3,5,14,135,4.8,2067841,157,157,0
1,4,5,15,32,4.3,2094290,57,57,0
23,38,45,98,287,4.2,1881432,491,491,0
6,3,9,9,21,3.8,2068203,48,48,0
0,0,5,4,24,4.6,2144822,33,33,1
4,4,5,8,21,3.9,2101129,42,42,0
0,0,1,1,7,4.7,2158186,9,9,0
3,6,4,5,6,3.2,2125169,24,24,0
4,1,3,6,9,3.7,1935857,23,23,0
1,0,3,2,7,4.1,1956010,13,13,0
1,1,2,5,7,4.0,1913920,16,16,0
1,1,0,1,1,3.0,2068690,4,4,0
195,341,702,2513,13709,4.7,248930,17460,17460,0
114,106,226,915,4391,4.6,1851435,5752,5752,0
37,62,100,273,1332,4.6,1581321,1804,1804,0
81,135,212,565,1684,4.4,1888759,2677,2677,0
44,91,177,497,1736,4.5,832642,2545,2545,0
25,35,52,112,437,4.4,1943331,661,661,0
20,32,42,113,315,4.3,2062446,522,522,0
0,4,8,11,52,4.5,2110187,75,75,0
8,7,17,17,95,4.3,2182574,144,144,0
0,0,1,3,22,4.8,2225605,26,26,0
7,7,12,55,182,4.5,2174993,263,263,0
2,13,23,132,477,4.7,2224954,647,647,0
1,1,2,8,64,4.8,2201226,76,76,0
63,77,148,605,2468,4.6,1164771,3361,3361,0
63,117,194,432,955,4.2,1475540,1761,1761,0
1,3,6,9,30,4.3,2199974,49,49,0
2,8,12,28,74,4.3,2197663,124,124,0
23,42,69,181,686,4.5,1925775,1001,1001,0
32,36,139,634,1293,4.5,1855402,2134,2134,0
9,9,12,58,195,4.5,1636828,283,283,0
0,0,0,0,3,5.0,2250173,3,3,0
3,9,9,13,44,4.1,1902618,78,78,0
2,4,5,14,56,4.5,2228732,81,81,0
2,1,6,14,48,4.5,2193712,71,71,0
3,4,9,6,14,3.7,2116390,36,36,0
17,56,80,357,1346,4.6,749143,1856,1856,0
42,61,124,365,1275,4.5,650226,1867,1867,0
22,22,50,123,419,4.4,1289511,636,636,0
0,0,0,0,11,5.0,2209146,11,11,0
80,72,147,452,1029,4.3,1636737,1780,1780,1
31,20,56,151,668,4.5,1859735,926,926,0
8,13,28,149,478,4.6,1972793,676,676,0
1,2,8,14,56,4.5,2189850,81,81,0
122,150,266,719,1677,4.3,108779,2934,2934,0
7,18,38,332,1095,4.7,1775451,1490,1490,0
25,45,82,315,730,4.4,302190,1197,1197,0
3,0,7,16,85,4.6,2040749,111,111,0
0,4,6,18,49,4.5,2217107,77,77,0
3,10,8,19,48,4.1,1813906,88,88,0
2,4,5,9,120,4.7,2177160,140,140,0
3,3,24,55,273,4.7,1942051,358,358,0
10,10,20,57,288,4.6,1291145,385,385,0
2,9,7,38,87,4.4,1630698,143,143,0
16,13,13,19,69,3.9,1364785,130,130,0
2,2,4,13,133,4.8,2252138,154,154,0
12,2,5,10,21,3.5,2237758,50,50,0
6,6,6,28,55,4.2,1766542,101,101,0
11,8,15,36,100,4.2,1912138,170,170,0
0,0,1,3,22,4.8,2225605,26,26,0
4,4,15,30,83,4.4,1922483,136,136,0
3,5,11,36,191,4.7,135897,246,246,0
0,3,2,3,24,4.5,1990464,32,32,0
3,6,10,14,46,4.2,1935501,79,79,0
0,1,2,1,15,4.6,2055861,19,19,0
1,4,1,6,47,4.6,2140614,59,59,0
7,8,19,59,171,4.4,1396167,264,264,0
17,41,124,325,538,4.3,2139863,1045,1045,0
1,1,2,0,10,4.2,2193241,14,14,0
7,9,11,43,121,4.4,1783794,191,191,0
0,0,3,1,13,4.6,2193720,17,17,0
6,23,23,57,218,4.4,1894468,327,327,0
1,1,2,9,26,4.5,2067676,39,39,0
5,1,0,2,26,4.3,2079515,34,34,0
1,2,1,10,48,4.6,2228856,62,62,0
5,11,11,27,82,4.3,2063741,136,136,0
1,1,4,4,22,4.4,1978253,32,32,0
3,2,11,16,95,4.6,1523638,127,127,0
2,0,0,1,7,4.1,2199479,10,10,0
3,5,10,19,58,4.3,1915321,95,95,0
18,37,57,124,293,4.2,1644327,529,529,0
6,11,16,41,65,4.1,1648328,139,139,0
5,7,10,17,23,3.7,2031714,62,62,0
17,30,49,156,611,4.5,1806579,863,863,0
0,3,2,9,26,4.4,2139822,40,40,0
96,113,84,149,245,3.5,1894377,687,687,0
15,27,37,122,382,4.4,985036,583,583,0
2,0,3,13,28,4.4,2136406,46,46,0
0,2,3,10,19,4.4,2206472,34,34,0
5,5,19,51,116,4.4,2197747,196,196,0
10,5,1,7,22,3.6,1909605,45,45,0
3,6,5,24,124,4.6,2034908,162,162,0
0,1,1,3,8,4.4,2229581,13,13,0
5,10,5,10,46,4.1,2047371,76,76,0
0,7,6,9,62,4.5,2217057,84,84,0
195,341,702,2513,13709,4.7,2063733,17460,17460,0
5,8,9,25,46,4.1,54312,93,93,0
7,14,21,54,336,4.6,1704196,432,432,0
1,4,3,11,63,4.6,1950435,82,82,0
5,7,10,24,43,4.0,1672849,89,89,0
0,0,0,5,11,4.7,1987197,16,16,0
1,0,0,0,7,4.5,2229599,8,8,0
2,3,5,11,34,4.3,1783786,55,55,0
4,6,19,20,55,4.1,2067858,104,104,0
0,0,0,1,11,4.9,1949478,12,12,0
0,1,0,1,22,4.8,1861491,24,24,0
3,1,2,8,18,4.2,1920594,32,32,0
0,0,1,6,15,4.6,1903483,22,22,0
3,0,6,7,27,4.3,1977495,43,43,0
24,23,34,60,154,4.0,1505304,295,295,0
0,2,0,5,17,4.5,1939966,24,24,0
0,1,1,1,9,4.5,1821974,12,12,0
70,98,161,519,2035,4.5,513234,2883,2883,0
42,60,111,493,2779,4.7,537878,3485,3485,0
10,12,33,55,386,4.6,2211027,496,496,0
55,88,145,498,2768,4.6,2064442,3554,3554,0
81,135,212,565,1684,4.4,1888759,2677,2677,0
21,29,40,94,541,4.5,1688860,725,725,0
44,91,177,497,1736,4.5,832642,2545,2545,0
2,4,8,18,84,4.5,2115939,116,116,0
7,7,12,55,182,4.5,2174993,263,263,0
8,18,18,58,421,4.7,1287986,523,523,0
1,1,2,8,64,4.8,2201226,76,76,0
63,77,148,605,2468,4.6,1164771,3361,3361,0
85,113,157,331,661,4.0,1629500,1347,1347,0
63,117,194,432,955,4.2,1475540,1761,1761,0
30,28,44,92,268,4.2,1898162,462,462,0
6,8,12,24,264,4.7,1954460,314,314,0
12,12,24,48,358,4.6,2207686,454,454,0
21,24,53,153,698,4.6,1239599,949,949,0
23,42,69,181,686,4.5,1925775,1001,1001,0
9,9,12,58,195,4.5,1636828,283,283,0
29,18,51,117,712,4.6,1522184,927,927,0
123,177,271,540,1224,4.1,1615186,2335,2335,0
0,0,1,2,24,4.9,2201259,27,27,0
19,33,58,156,677,4.5,2064228,943,943,0
3,3,1,9,41,4.4,2203552,57,57,0
44,59,85,304,775,4.3,1646702,1267,1267,0
22,22,50,123,419,4.4,1289511,636,636,0
14,9,19,54,255,4.5,1795236,351,351,0
2,1,2,4,19,4.3,2069821,28,28,0
0,0,2,1,23,4.8,2216950,26,26,0
13,29,49,170,822,4.6,828772,1083,1083,0
8,14,17,43,247,4.5,1942119,329,329,0
16,13,13,19,69,3.9,1364785,130,130,0
63,77,148,605,2468,4.6,1164805,3361,3361,0
9,23,26,51,298,4.5,1505106,407,407,0
12,9,40,75,272,4.4,1961499,408,408,0
27,24,21,19,78,3.6,1945567,169,169,0
2,3,10,14,105,4.6,1503382,134,134,0
2,1,2,5,29,4.5,2117497,39,39,0
0,0,1,4,16,4.7,2235000,21,21,0
1,1,0,4,26,4.7,1941202,32,32,0
1,5,5,9,56,4.5,1833565,76,76,0
38,32,28,66,193,4.0,1688803,357,357,0
5,10,11,24,72,4.2,1897917,122,122,0
0,0,0,0,1,5.0,2240182,1,1,0
6,10,13,18,25,3.6,1961473,72,72,1
3,2,11,16,95,4.6,1523638,127,127,0
3,5,7,11,25,4.0,1817402,51,51,0
3,2,11,15,84,4.5,2029924,115,115,0
18,37,57,124,293,4.2,1644327,529,529,0
6,8,12,35,178,4.6,847517,239,239,0
2,2,2,4,13,4.0,1813930,23,23,1
6,0,0,4,10,3.6,2199537,20,20,0
4,2,3,8,23,4.1,1978345,40,40,0
9,9,15,33,135,4.4,1814326,201,201,0
3,9,10,37,207,4.6,1806587,266,266,0
3,2,1,3,10,3.8,2114726,19,19,0
5,10,5,10,46,4.1,2047371,76,76,0
0,7,6,9,62,4.5,2217057,84,84,0
0,1,1,1,8,4.5,2117489,11,11,0
0,0,0,1,11,4.9,1949478,12,12,0
2,1,0,2,13,4.3,1950369,18,18,0
0,1,6,8,45,4.6,1915289,60,60,0
0,3,2,6,15,4.3,2217156,26,26,0
5,7,6,9,26,3.8,2201440,53,53,0
2,4,8,18,84,4.5,2115939,116,116,0
0,0,1,3,22,4.8,2225605,26,26,0
2,13,23,132,477,4.7,2224954,647,647,0
1,1,2,8,64,4.8,2201226,76,76,0
63,117,194,432,955,4.2,1475540,1761,1761,0
9,18,32,85,642,4.7,1993948,786,786,0
26,26,34,84,300,4.3,2055986,470,470,0
19,6,10,26,69,3.9,2187847,130,130,0
2,1,6,14,48,4.5,2193712,71,71,0
1,2,8,14,56,4.5,2189850,81,81,0
3,3,24,55,273,4.7,1942051,358,358,0
2,2,4,13,133,4.8,2252138,154,154,0
